EmployeeID,Age,Gender,Department,HoursWorkedPerWeek,SatisfactionScore,PerformanceRating,YearsAtCompany,Promotions,LeftCompany,ProductivityScore
473,55,Male,HR,31,3.25,3,27,0,Yes,54.2
474,50,Male,Marketing,59,3.15,4,20,4,No,72.8
475,37,Male,Finance,58,2.4,3,7,2,No,64.6
476,40,Male,Marketing,43,4.31,2,24,3,No,73.2
477,45,Male,Finance,28,3.16,3,28,0,Yes,51.2
478,42,Male,Sales,31,1.92,2,19,0,Yes,40.9
479,33,Female,Sales,55,1.55,3,10,2,No,54.0
480,39,Male,Sales,56,4.94,2,11,3,No,88.6
481,56,Male,Finance,28,1.07,5,17,4,No,30.3
482,32,Female,Operations,58,4.73,3,17,3,Yes,87.9
483,39,Female,Operations,41,1.87,5,26,0,No,47.4
484,32,Female,Marketing,36,3.63,2,28,2,No,61.5
485,29,Female,Sales,52,2.21,3,15,1,No,58.5
486,27,Male,Marketing,43,4.44,2,19,2,No,74.5
487,48,Female,Finance,34,3.17,4,21,4,No,55.5
488,34,Male,Marketing,48,1.56,2,5,4,No,49.2
489,51,Female,Marketing,51,2.08,4,17,0,Yes,56.5
490,39,Male,Sales,52,2.28,3,16,2,No,59.2
491,36,Female,Operations,48,4.54,1,17,1,No,79.0
492,25,Male,IT,34,4.07,3,23,2,No,64.5
493,55,Male,HR,46,4.32,4,20,4,No,75.4
494,32,Female,Finance,53,1.21,1,2,2,No,49.2
495,45,Male,Finance,23,3.32,3,8,0,Yes,49.3
496,41,Male,Finance,37,5.0,3,27,4,No,75.9
497,56,Male,HR,40,4.14,3,27,2,No,69.4
498,43,Male,IT,27,1.48,4,6,2,No,33.7
499,36,Male,Operations,25,3.72,1,23,0,Yes,54.7
500,59,Female,Marketing,39,3.98,3,21,0,No,67.1
501,59,Male,Operations,21,3.06,3,6,2,Yes,45.3
502,34,Male,Finance,41,1.32,1,18,1,No,41.9
503,51,Male,Marketing,40,1.14,2,0,4,No,39.4
504,25,Female,Sales,25,4.75,3,0,2,Yes,65.0
505,55,Female,Operations,51,2.03,3,0,0,No,56.0
506,43,Female,Sales,25,2.52,1,10,4,Yes,42.7
507,49,Female,Sales,32,4.18,1,26,0,No,64.2
508,31,Female,Operations,20,3.76,2,27,4,No,51.6
509,38,Female,Finance,41,4.87,3,22,2,No,77.4
510,32,Female,HR,43,1.37,1,17,3,Yes,43.8
511,29,Male,Finance,49,3.83,4,12,3,No,72.6
512,30,Female,Sales,41,1.33,2,27,4,No,42.0
513,37,Male,Sales,31,1.0,4,21,0,Yes,31.7
514,58,Female,Finance,45,1.48,2,29,0,No,46.3
515,27,Female,HR,23,3.47,3,29,0,No,50.8
516,33,Female,HR,38,3.7,3,14,2,No,63.6
517,29,Female,Marketing,35,2.75,3,16,4,No,52.0
518,47,Male,IT,31,1.18,1,9,2,No,33.5
519,22,Male,Sales,52,3.54,5,7,3,No,71.8
520,25,Male,HR,40,1.34,2,20,3,No,41.4
521,49,Female,Operations,55,1.57,2,8,0,No,54.2
522,57,Female,Sales,28,3.05,2,18,0,No,50.1
523,58,Female,IT,58,2.36,5,17,4,Yes,64.2
524,39,Female,Operations,27,2.86,2,7,3,No,47.5
525,28,Female,Sales,39,3.54,3,26,4,Yes,62.7
526,21,Female,HR,29,1.64,1,4,3,Yes,36.7
527,42,Female,Marketing,51,4.57,4,13,1,No,81.4
528,37,Female,Finance,47,3.24,3,12,4,No,65.3
529,27,Female,Operations,29,1.09,3,0,1,No,31.2
530,45,Male,Finance,27,3.51,4,10,2,No,54.0
531,24,Female,HR,52,2.85,3,11,3,No,64.9
532,56,Male,HR,32,3.81,5,5,1,No,60.5
533,26,Male,Operations,54,4.14,3,11,2,No,79.2
534,51,Female,IT,48,4.76,3,2,4,Yes,81.2
535,39,Male,Operations,24,4.99,1,7,1,Yes,66.7
536,59,Female,Sales,22,3.2,4,28,1,Yes,47.4
537,47,Male,IT,56,3.25,3,21,2,No,71.7
538,30,Male,Finance,25,1.09,3,1,1,Yes,28.4
539,46,Male,Sales,35,4.46,4,5,2,No,69.1
540,39,Male,IT,54,1.11,1,2,3,No,48.9
541,59,Male,Finance,37,3.53,4,6,3,No,61.2
542,23,Male,Sales,30,1.39,3,15,3,No,34.9
543,33,Male,Marketing,42,2.14,2,16,1,No,50.8
544,48,Male,Operations,30,1.56,3,11,1,No,36.6
545,40,Male,Operations,48,1.55,3,14,0,No,49.1
546,48,Female,Operations,46,1.3,4,13,0,No,45.2
547,28,Male,Marketing,28,2.27,3,0,2,No,42.3
548,59,Female,IT,54,2.69,4,25,1,No,64.7
549,21,Female,HR,28,2.86,3,11,2,No,48.2
550,23,Male,Sales,37,2.76,3,19,4,No,53.5
551,33,Female,IT,40,3.09,3,22,1,No,58.9
552,48,Female,HR,55,4.44,2,19,4,Yes,82.9
553,45,Female,Operations,20,3.53,3,13,1,Yes,49.3
554,53,Male,Operations,46,1.07,3,15,3,No,42.9
555,58,Female,Operations,59,1.69,5,24,2,Yes,58.2
556,26,Female,HR,57,2.4,3,14,0,No,63.9
557,52,Male,Sales,48,4.8,3,7,3,No,81.6
558,41,Male,Sales,59,1.31,2,20,0,No,54.4
559,36,Male,HR,38,3.84,3,0,1,No,65.0
560,41,Female,Finance,43,1.13,4,12,4,No,41.4
561,31,Male,Operations,20,2.45,2,29,4,No,38.5
562,57,Female,IT,55,4.08,1,2,3,Yes,79.3
563,56,Male,Sales,42,2.38,3,23,0,No,53.2
564,55,Female,HR,32,2.72,1,11,2,Yes,49.6
565,39,Male,Finance,49,4.62,3,6,2,No,80.5
566,40,Male,Marketing,56,1.26,3,7,2,No,51.8
567,38,Female,HR,30,3.11,3,16,0,No,52.1
568,34,Male,Finance,26,2.46,2,17,4,No,42.8
569,35,Male,Marketing,54,4.86,4,9,4,No,86.4
570,51,Male,Finance,30,4.17,3,14,3,Yes,62.7
571,21,Male,Sales,59,1.49,2,22,0,No,56.2
572,23,Female,HR,40,4.71,3,20,1,No,75.1
573,36,Female,Marketing,22,1.84,2,20,1,No,33.8
574,43,Male,Finance,49,1.34,3,27,2,Yes,47.7
575,31,Male,Marketing,43,3.17,4,28,4,No,61.8
576,32,Male,IT,57,3.95,1,9,4,No,79.4
577,30,Female,HR,22,3.86,3,8,0,No,54.0
578,52,Male,Sales,56,3.14,2,0,0,No,70.6
579,36,Male,Marketing,52,2.97,3,20,3,No,66.1
580,28,Male,Operations,41,4.88,4,22,0,No,77.5
581,58,Female,Finance,50,4.28,2,4,3,No,77.8
582,32,Male,Operations,31,3.79,2,14,2,No,59.6
583,44,Female,Marketing,33,1.78,4,13,2,No,40.9
584,48,Male,Operations,31,4.28,4,25,4,No,64.5
585,28,Male,Finance,46,4.0,4,10,4,No,72.2
586,48,Male,Marketing,32,4.97,3,22,4,No,72.1
587,56,Male,Sales,43,1.53,3,16,1,Yes,45.4
588,46,Male,Sales,57,3.86,3,20,3,Yes,78.5
589,28,Male,HR,28,4.92,3,13,2,No,68.8
590,48,Male,Sales,27,2.85,3,29,3,No,47.4
591,48,Male,Marketing,56,3.93,4,5,1,No,78.5
592,57,Male,Marketing,34,4.9,2,21,1,Yes,72.8
593,56,Female,Sales,26,3.19,3,3,2,No,50.1
594,47,Male,IT,43,3.8,3,12,2,No,68.1
595,37,Female,Marketing,35,1.08,3,20,4,Yes,35.3
596,29,Male,HR,43,3.08,3,23,1,No,60.9
597,53,Male,IT,26,2.02,4,21,4,No,38.4
598,40,Male,Sales,47,1.52,4,16,2,Yes,48.1
599,33,Male,Finance,21,3.83,2,20,1,No,53.0
600,48,Male,Marketing,53,1.16,4,11,1,No,48.7
601,49,Male,Finance,57,4.62,3,22,0,Yes,86.1
602,33,Female,Operations,22,3.07,3,11,1,No,46.1
603,55,Male,HR,20,3.59,2,23,4,No,49.9
604,26,Male,IT,50,2.01,1,29,0,No,55.1
605,38,Male,Finance,42,1.73,5,3,1,No,46.7
606,25,Female,HR,39,1.98,3,1,0,No,47.1
607,45,Female,Finance,35,1.93,3,19,1,No,43.8
608,22,Male,Finance,51,4.46,4,5,3,No,80.3
609,30,Male,HR,36,4.15,1,5,4,Yes,66.7
610,50,Male,Marketing,37,4.41,3,21,4,No,70.0
611,25,Male,Finance,23,3.94,3,0,0,No,55.5
612,53,Female,HR,54,3.57,3,10,3,No,73.5
613,21,Female,Finance,59,3.11,2,22,0,No,72.4
614,38,Male,Marketing,55,2.06,5,22,0,No,59.1
615,52,Male,HR,42,3.82,3,28,2,No,67.6
616,31,Female,Finance,34,1.55,2,20,0,No,39.3
617,41,Male,Sales,32,3.04,3,28,1,No,52.8
618,46,Male,Marketing,33,1.78,3,11,2,No,40.9
619,45,Female,Finance,33,3.02,4,3,2,No,53.3
620,42,Male,IT,56,2.18,4,27,0,No,61.0
621,47,Male,HR,24,1.21,3,15,2,No,28.9
622,33,Male,Finance,41,3.01,2,26,4,Yes,58.8
623,53,Female,Marketing,47,1.73,4,18,2,No,50.2
624,54,Male,Marketing,23,1.64,2,26,2,Yes,32.5
625,55,Female,IT,57,2.54,1,10,1,No,65.3
626,21,Female,IT,48,2.45,3,10,4,No,58.1
627,41,Male,Operations,56,4.47,3,12,2,No,83.9
628,26,Male,Operations,54,3.26,2,12,1,No,70.4
629,48,Male,Finance,39,4.42,3,7,4,Yes,71.5
630,37,Male,Sales,54,1.59,3,10,2,No,53.7
631,25,Female,Marketing,54,2.43,3,15,0,Yes,62.1
632,51,Female,Sales,39,3.22,1,12,2,No,59.5
633,25,Male,Sales,21,1.61,2,23,4,No,30.8
634,58,Female,Finance,37,1.51,4,2,2,Yes,41.0
635,23,Male,HR,49,3.65,5,26,4,Yes,70.8
636,43,Female,HR,48,3.62,2,10,0,Yes,69.8
637,57,Female,HR,58,1.94,3,20,2,No,60.0
638,57,Male,IT,41,1.91,5,7,4,No,47.8
639,30,Male,Marketing,48,3.98,2,9,1,No,73.4
640,30,Female,IT,29,1.47,4,25,2,No,35.0
641,39,Female,Marketing,39,4.69,5,29,0,No,74.2
642,37,Male,Operations,35,4.77,2,21,1,No,72.2
643,41,Male,Marketing,25,4.48,1,17,2,No,62.3
644,34,Female,Marketing,36,1.84,5,16,4,No,43.6
645,29,Male,Finance,25,1.07,3,6,3,No,28.2
646,21,Male,HR,41,4.75,1,17,1,No,76.2
647,33,Male,IT,37,2.38,3,9,4,No,49.7
648,24,Male,Operations,51,2.24,2,25,1,No,58.1
649,21,Male,IT,47,2.05,5,19,2,No,53.4
650,52,Female,Finance,29,1.98,2,26,0,No,40.1
651,54,Female,Marketing,41,3.94,3,21,0,Yes,68.1
652,48,Male,Operations,47,4.63,4,12,1,No,79.2
653,51,Male,HR,34,4.14,4,6,3,No,65.2
654,28,Male,Sales,48,3.7,5,22,2,No,70.6
655,59,Male,Sales,26,2.15,3,6,4,Yes,39.7
656,46,Female,Finance,53,3.19,5,19,2,No,69.0
657,54,Male,HR,51,1.95,3,10,3,No,55.2
658,23,Female,Sales,21,1.45,4,9,4,No,29.2
659,32,Male,Sales,45,1.48,3,25,3,No,46.3
660,21,Female,Operations,30,3.42,5,11,2,No,55.2
661,25,Male,Operations,44,1.15,3,12,2,No,42.3
662,50,Male,IT,38,4.89,1,11,1,No,75.5
663,50,Male,HR,39,4.98,2,11,3,No,77.1
664,37,Female,Sales,52,1.6,4,5,0,No,52.4
665,43,Female,Operations,36,2.71,4,2,3,No,52.3
666,35,Female,Operations,49,4.07,3,7,3,No,75.0
667,57,Female,Operations,37,4.82,3,16,4,No,74.1
668,41,Female,IT,51,4.57,4,29,4,Yes,81.4
669,34,Male,HR,59,2.02,2,12,1,No,61.5
670,22,Male,Marketing,23,1.34,2,7,0,No,29.5
671,31,Female,Operations,51,2.15,4,4,2,No,57.2
672,59,Female,HR,38,2.75,1,23,0,No,54.1
673,58,Female,Finance,22,2.44,3,27,0,No,39.8
674,54,Male,IT,57,4.1,2,3,0,No,80.9
675,58,Male,Marketing,47,2.03,4,15,1,No,53.2
676,54,Female,Operations,57,4.43,1,17,1,No,84.2
677,38,Female,Operations,25,1.9,2,3,0,No,36.5
678,50,Male,IT,59,2.45,1,10,2,No,65.8
679,35,Female,IT,36,2.79,3,7,2,No,53.1
680,47,Female,Sales,24,2.16,2,25,2,No,38.4
681,54,Male,Operations,38,4.07,2,0,1,No,67.3
682,58,Female,HR,54,2.64,3,26,4,Yes,64.2
683,53,Female,IT,41,4.55,2,12,2,No,74.2
684,44,Female,IT,43,4.85,2,20,4,No,78.6
685,35,Female,Finance,29,4.44,3,26,0,No,64.7
686,50,Male,Finance,21,3.09,5,21,2,No,45.6
687,37,Male,Finance,47,3.04,3,3,0,No,63.3
688,25,Male,IT,56,1.86,4,3,0,No,57.8
689,49,Male,Marketing,36,3.37,5,3,3,Yes,58.9
690,24,Male,HR,25,4.81,2,12,0,Yes,65.6
691,30,Male,IT,24,1.32,3,18,0,No,30.0
692,37,Male,Sales,58,4.01,3,15,1,No,80.7
693,30,Male,Operations,26,4.48,3,27,0,Yes,63.0
694,37,Male,Marketing,51,4.95,3,13,2,No,85.2
695,40,Female,Marketing,23,2.34,3,9,1,No,39.5
696,44,Male,HR,40,2.42,4,4,3,No,52.2
697,25,Female,Marketing,51,1.92,4,14,3,Yes,54.9
698,54,Male,HR,37,4.16,2,5,0,No,67.5
699,26,Male,Marketing,52,1.56,2,18,4,No,52.0
700,22,Female,Operations,33,2.07,2,13,3,Yes,43.8
701,33,Male,HR,25,2.18,2,26,3,No,39.3
702,31,Male,Finance,30,2.5,3,10,3,Yes,46.0
703,43,Male,Finance,39,2.69,3,2,2,No,54.2
704,36,Male,Marketing,48,3.24,5,24,4,Yes,66.0
705,51,Male,Marketing,54,4.79,2,1,0,No,85.7
706,31,Male,HR,35,1.99,2,5,0,No,44.4
707,36,Male,HR,26,4.12,4,23,1,No,59.4
708,28,Female,Operations,59,3.71,3,7,2,No,78.4
709,24,Female,IT,55,1.46,3,0,4,Yes,53.1
710,24,Male,Finance,50,4.24,3,29,1,No,77.4
711,45,Male,IT,25,1.36,2,27,4,No,31.1
712,23,Male,IT,48,3.96,4,13,3,No,73.2
713,52,Male,Sales,46,3.86,3,15,4,No,70.8
714,23,Male,HR,21,3.76,1,16,1,No,52.3
715,47,Female,Sales,41,2.11,2,7,2,No,49.8
716,49,Male,Sales,28,3.29,4,16,2,No,52.5
717,52,Female,IT,30,4.05,3,12,3,No,61.5
718,39,Male,Sales,35,3.55,4,18,0,Yes,60.0
719,41,Female,Operations,32,4.22,3,8,1,No,64.6
720,25,Female,HR,37,3.75,3,2,0,No,63.4
721,38,Female,IT,44,2.1,2,17,3,No,51.8
722,48,Male,HR,52,1.61,4,0,4,No,52.5
723,42,Female,Operations,29,3.53,3,12,4,No,55.6
724,41,Female,Marketing,49,4.04,3,12,3,No,74.7
725,26,Female,Sales,20,1.57,3,11,2,No,29.7
726,21,Male,IT,52,1.7,3,0,1,Yes,53.4
727,25,Female,Finance,34,1.05,1,9,3,No,34.3
728,32,Male,HR,48,3.13,3,18,3,No,64.9
729,46,Female,Operations,21,3.17,3,21,1,Yes,46.4
730,54,Female,Sales,30,3.0,1,6,2,No,51.0
731,34,Male,HR,53,2.26,4,13,2,Yes,59.7
732,46,Male,Operations,38,2.71,4,5,1,Yes,53.7
733,47,Male,HR,21,4.06,2,5,0,Yes,55.3
734,29,Female,Marketing,39,1.73,2,8,4,No,44.6
735,46,Male,Operations,50,1.81,3,19,1,No,53.1
736,42,Male,HR,23,3.67,2,15,2,No,52.8
737,50,Male,Marketing,48,4.47,4,4,0,No,78.3
738,37,Female,Marketing,49,2.36,3,14,3,No,57.9
739,46,Male,Marketing,32,4.73,5,29,3,No,69.7
740,56,Female,Sales,34,1.23,3,0,3,No,36.1
741,21,Male,Operations,39,1.47,2,3,4,No,42.0
742,28,Female,HR,53,2.84,3,9,2,No,65.5
743,55,Female,HR,47,3.89,3,5,0,No,71.8
744,35,Male,Operations,39,2.48,4,22,2,No,52.1
745,42,Male,Marketing,44,3.22,4,26,4,No,63.0
746,34,Female,HR,46,1.11,3,1,4,No,43.3
747,46,Male,HR,49,2.85,2,9,1,No,62.8
748,48,Male,Marketing,39,1.97,3,21,2,Yes,47.0
749,43,Female,Finance,20,3.07,2,18,3,No,44.7
750,34,Female,Finance,54,3.1,2,22,1,No,68.8
751,44,Female,Marketing,43,4.01,3,8,2,No,70.2
752,22,Male,Sales,44,3.16,1,10,1,Yes,62.4
753,46,Male,HR,59,3.46,4,3,1,No,75.9
754,34,Male,HR,31,3.12,2,23,0,No,52.9
755,27,Female,Finance,30,4.96,3,9,1,No,70.6
756,23,Female,Marketing,49,4.17,3,5,4,Yes,76.0
757,43,Female,Operations,32,4.02,4,2,3,No,62.6
758,38,Male,Operations,44,3.51,4,12,0,No,65.9
759,58,Female,Sales,44,3.11,4,18,1,No,61.9
760,55,Male,Marketing,36,2.38,3,2,0,No,49.0
761,35,Male,Finance,31,4.14,4,19,3,No,63.1
762,45,Female,Finance,30,1.76,1,29,3,No,38.6
763,57,Male,HR,29,1.15,3,17,0,No,31.8
764,48,Female,IT,36,3.79,5,11,2,No,63.1
765,30,Female,Sales,35,1.58,5,11,3,No,40.3
766,59,Female,Sales,39,4.62,1,20,4,No,73.5
767,37,Female,IT,24,4.08,3,11,4,No,57.6
768,59,Female,Operations,51,3.41,3,29,1,No,69.8
769,42,Male,Operations,46,2.26,4,23,2,No,54.8
770,46,Male,Operations,23,3.55,4,27,2,No,51.6
771,45,Male,Finance,26,2.91,1,28,1,No,47.3
772,37,Male,Marketing,33,2.16,4,6,3,Yes,44.7
773,33,Female,Sales,58,4.78,2,8,0,No,88.4
774,40,Female,IT,43,1.65,5,11,2,No,46.6
775,45,Male,HR,37,4.01,5,18,2,No,66.0
776,24,Male,HR,57,4.2,2,3,3,No,81.9
777,30,Male,Finance,58,4.81,3,23,0,No,88.7
778,23,Female,Sales,59,3.2,2,9,4,Yes,73.3
779,38,Female,Marketing,20,3.14,2,26,2,No,45.4
780,56,Female,Sales,36,4.68,4,18,3,No,72.0
781,42,Male,Operations,45,4.2,2,16,2,No,73.5
782,54,Male,HR,41,4.05,3,17,4,No,69.2
783,28,Female,Sales,58,4.16,5,9,1,No,82.2
784,39,Female,HR,37,2.97,1,25,3,Yes,55.6
785,57,Male,IT,57,1.17,3,23,0,No,51.6
786,26,Female,IT,47,1.79,3,11,1,No,50.8
787,46,Male,HR,40,3.57,4,22,0,No,63.7
788,54,Female,Marketing,57,2.58,4,19,4,No,65.7
789,26,Female,Marketing,52,3.43,3,7,0,Yes,70.7
790,57,Female,Sales,49,3.21,4,18,2,No,66.4
791,53,Male,HR,27,2.75,5,0,4,No,46.4
792,42,Male,Finance,49,1.94,4,3,1,No,53.7
793,41,Female,Marketing,58,3.88,3,5,2,No,79.4
794,26,Female,Marketing,28,4.64,3,21,2,No,66.0
795,26,Female,Operations,52,4.08,3,3,4,No,77.2
796,24,Female,IT,48,1.48,4,15,0,No,48.4
797,50,Male,Marketing,50,3.15,3,7,0,No,66.5
798,31,Female,Marketing,22,4.34,2,8,1,No,58.8
799,50,Female,Operations,57,3.36,3,14,4,No,73.5
800,51,Male,Marketing,30,2.76,4,17,1,No,48.6
801,44,Female,Operations,24,2.14,3,2,3,No,38.2
802,29,Male,HR,50,2.32,4,27,4,Yes,58.2
803,23,Male,HR,39,1.97,3,23,3,No,47.0
804,51,Male,IT,23,1.78,2,16,1,No,33.9
805,57,Female,Sales,27,3.36,2,0,3,No,52.5
806,56,Female,Operations,54,3.04,3,6,3,Yes,68.2
807,44,Female,Marketing,32,3.94,2,9,2,No,61.8
808,51,Male,Sales,24,2.23,5,14,2,No,39.1
809,26,Male,HR,59,2.84,2,22,1,No,69.7
810,22,Male,Marketing,38,3.72,3,12,1,No,63.8
811,40,Male,Sales,37,4.85,1,22,0,No,74.4
812,48,Female,Operations,52,2.4,2,28,3,No,60.4
813,31,Female,Operations,23,2.19,2,28,0,No,38.0
814,24,Male,Sales,37,2.8,4,4,0,No,53.9
815,35,Female,Operations,43,3.9,3,27,4,No,69.1
816,26,Female,Finance,48,4.85,1,6,0,No,82.1
817,50,Male,HR,50,3.15,3,13,0,No,66.5
818,58,Female,IT,47,4.25,3,13,3,No,75.4
819,22,Female,IT,28,2.86,3,8,0,No,48.2
820,35,Female,Finance,45,1.16,1,21,3,Yes,43.1
821,31,Male,Sales,21,4.58,5,5,3,No,60.5
822,28,Female,Operations,25,2.16,2,18,0,No,39.1
823,46,Female,Finance,48,1.55,4,14,3,No,49.1
824,25,Male,Finance,45,4.98,2,29,1,No,81.3
825,26,Male,Operations,47,2.39,3,29,1,No,56.8
826,46,Male,HR,26,1.55,3,15,3,No,33.7
827,24,Female,Operations,53,2.25,3,22,1,Yes,59.6
828,39,Male,Operations,29,3.06,3,21,4,No,50.9
829,40,Female,Marketing,59,1.35,1,11,2,No,54.8
830,53,Male,Sales,41,2.41,3,20,1,Yes,52.8
831,40,Male,IT,46,3.68,1,2,0,No,69.0
832,32,Male,IT,58,4.66,3,2,1,No,87.2
833,21,Male,Finance,41,2.59,4,5,4,No,54.6
834,46,Male,Finance,38,3.26,3,21,4,No,59.2
835,34,Female,Finance,55,3.54,3,20,4,No,73.9
836,58,Male,Sales,28,1.28,1,18,1,No,32.4
837,57,Male,Finance,38,2.37,3,11,2,No,50.3
838,31,Male,Finance,21,3.74,2,15,0,No,52.1
839,56,Female,Marketing,47,3.94,1,17,2,No,72.3
840,33,Female,Sales,58,2.42,2,3,1,No,64.8
841,23,Female,HR,41,1.03,4,19,2,No,39.0
842,53,Female,HR,25,1.03,5,25,3,No,27.8
843,26,Male,Operations,26,3.15,4,12,0,No,49.7
844,30,Male,Marketing,25,3.21,5,12,3,No,49.6
845,25,Male,IT,52,3.22,4,1,3,No,68.6
846,43,Male,Operations,33,3.89,2,29,2,No,62.0
847,30,Female,HR,20,4.69,3,27,3,No,60.9
848,22,Male,Sales,44,4.96,4,8,0,Yes,80.4
849,33,Male,IT,25,3.8,3,26,3,No,55.5
850,22,Male,Finance,47,3.06,3,10,1,No,63.5
851,40,Female,Sales,37,1.56,3,2,0,No,41.5
852,21,Female,IT,46,2.54,3,16,1,No,57.6
853,57,Male,HR,21,3.29,2,11,1,No,47.6
854,29,Male,Operations,59,5.0,3,4,4,No,91.3
855,37,Female,Finance,40,1.51,1,13,4,No,43.1
856,29,Female,Finance,42,4.17,2,25,1,No,71.1
857,31,Male,Sales,21,5.0,5,18,3,No,64.7
858,35,Male,Operations,35,4.22,3,21,1,No,66.7
859,44,Female,Finance,23,4.07,4,16,1,No,56.8
860,58,Female,IT,53,2.03,4,29,4,No,57.4
861,55,Male,Marketing,24,1.01,3,25,2,No,26.9
862,50,Female,HR,53,1.9,4,3,2,No,56.1
863,51,Female,Sales,41,4.16,1,0,2,No,70.3
864,25,Female,Operations,39,1.43,4,29,1,Yes,41.6
865,34,Female,Marketing,58,2.18,3,16,1,Yes,62.4
866,31,Female,Marketing,32,3.25,5,9,3,No,54.9
867,29,Male,Sales,53,3.32,4,7,4,Yes,70.3
868,54,Female,IT,25,3.17,3,25,1,No,49.2
869,32,Male,Operations,48,4.92,4,10,0,No,82.8
870,55,Female,HR,52,1.05,3,19,0,No,46.9
871,55,Male,Sales,20,2.95,2,9,4,No,43.5
872,21,Female,Operations,26,3.02,4,18,0,No,48.4
873,42,Male,Marketing,41,2.17,5,5,0,No,50.4
874,49,Male,Marketing,51,3.1,1,10,4,Yes,66.7
875,28,Male,Sales,33,3.69,5,15,1,Yes,60.0
876,31,Female,Operations,43,3.69,3,9,1,No,67.0
877,57,Female,Marketing,38,1.35,1,24,3,No,40.1
878,34,Female,Sales,46,4.21,3,21,1,No,74.3
879,50,Male,Sales,42,4.72,4,0,0,No,76.6
880,55,Male,HR,40,1.49,3,7,0,No,42.9
881,41,Female,Sales,48,2.67,4,16,3,No,60.3
882,57,Female,Operations,20,3.05,4,18,4,No,44.5
883,25,Female,Operations,50,1.54,4,8,0,Yes,50.4
884,39,Female,Marketing,46,3.01,2,19,1,Yes,62.3
885,34,Female,Finance,55,1.83,3,7,1,No,56.8
886,46,Male,HR,46,4.74,2,8,1,No,79.6
887,24,Female,Operations,34,2.79,3,15,0,No,51.7
888,45,Female,Marketing,44,4.98,5,13,2,Yes,80.6
889,45,Female,Marketing,34,1.19,2,23,0,No,35.7
890,38,Female,HR,59,1.51,3,5,0,No,56.4
891,28,Male,HR,38,2.77,5,8,2,No,54.3
892,59,Male,Marketing,30,4.5,4,10,2,No,66.0
893,34,Male,Finance,52,3.22,1,21,1,No,68.6
894,52,Male,IT,42,3.93,3,14,1,No,68.7
895,58,Female,Marketing,31,2.69,5,14,1,No,48.6
896,53,Female,HR,21,1.16,3,4,0,No,26.3
897,43,Male,Sales,40,3.59,3,7,4,No,63.9
898,35,Male,Sales,33,3.54,4,19,3,No,58.5
899,53,Female,HR,53,1.29,3,2,4,No,50.0
900,45,Female,HR,34,1.68,3,19,2,No,40.6
901,37,Male,IT,40,2.9,2,27,0,No,57.0
902,53,Female,Operations,42,2.79,4,24,0,No,57.3
903,22,Male,HR,40,4.01,5,3,3,No,68.1
904,34,Male,Sales,33,2.55,5,6,4,No,48.6
905,59,Male,Finance,40,3.65,3,16,2,No,64.5
906,26,Male,HR,31,3.82,3,11,3,No,59.9
907,26,Male,IT,24,3.58,3,5,0,No,52.6
908,23,Female,Finance,21,3.38,2,23,3,No,48.5
909,27,Female,IT,41,4.22,4,22,1,No,70.9
910,28,Male,Finance,25,3.63,2,20,4,No,53.8
911,35,Male,HR,21,4.34,2,3,2,No,58.1
912,49,Male,Sales,48,3.55,4,17,1,No,69.1
913,53,Female,Finance,55,1.64,4,15,4,No,54.9
914,50,Female,Marketing,26,2.24,3,0,1,No,40.6
915,59,Male,Operations,35,2.32,4,28,3,No,47.7
916,47,Male,IT,52,1.38,3,16,2,Yes,50.2
917,56,Female,Finance,52,3.77,2,4,3,No,74.1
918,49,Female,IT,33,3.38,5,24,3,No,56.9
919,58,Male,Sales,31,3.36,4,22,4,No,55.3
920,53,Female,IT,25,2.91,3,17,2,Yes,46.6
921,57,Female,IT,31,3.17,3,5,2,No,53.4
922,47,Male,Marketing,50,1.03,3,25,3,No,45.3
923,53,Male,IT,31,1.38,3,22,2,No,35.5
924,24,Male,Finance,29,3.73,4,12,0,No,57.6
925,42,Female,IT,59,2.05,2,7,2,No,61.8
926,22,Female,HR,46,1.43,3,26,3,No,46.5
927,30,Female,IT,26,2.31,3,24,0,No,41.3
928,25,Female,HR,55,2.02,5,18,0,No,58.7
929,30,Female,Operations,52,1.12,3,27,4,No,47.6
930,53,Female,IT,46,2.64,4,15,3,No,58.6
931,58,Female,Operations,27,1.11,3,17,2,No,30.0
932,33,Male,IT,24,1.0,1,6,0,No,26.8
933,51,Male,Finance,27,4.17,4,23,3,Yes,60.6
934,56,Female,HR,59,2.26,3,8,4,Yes,63.9
935,44,Female,Operations,40,3.27,3,25,1,No,60.7
936,35,Male,Operations,43,2.19,3,27,1,Yes,52.0
937,49,Female,HR,26,4.72,4,29,2,Yes,65.4
938,28,Female,Marketing,38,3.92,4,20,1,Yes,65.8
939,25,Male,IT,50,2.48,4,24,0,No,59.8
940,49,Female,IT,55,1.84,2,0,0,No,56.9
941,24,Male,Finance,46,1.55,4,8,3,No,47.7
942,32,Female,Marketing,48,4.05,3,28,2,No,74.1
943,22,Male,Marketing,42,2.81,1,9,3,No,57.5
944,47,Female,Finance,39,1.93,1,20,3,No,46.6
945,51,Male,Operations,25,4.68,4,29,2,No,64.3
946,56,Male,HR,31,2.56,2,17,3,No,47.3
947,56,Female,Operations,31,3.17,3,21,1,No,53.4
948,46,Male,Sales,22,4.43,3,0,4,No,59.7
